Professor : ( Z : 0.166667 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 60.0002 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 60.1668 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 60.3335 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 60.5002 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 60.6668 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 60.8335 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 61.0002 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 61.1668 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 61.3335 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 61.5002 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 61.6668 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 61.8335 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 62.0002 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 62.1668 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 62.3335 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 62.5002 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 62.6669 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 62.8335 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 63.0002 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 63.1669 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 63.3335 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 63.5002 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 63.6669 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : 63.8335 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : 64.0002 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 64.1669 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 64.3335 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 64.5002 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 64.6668 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 64.8335 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 65.0002 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 65.1668 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 65.3335 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 65.5002 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 65.6668 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 65.8335 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 66.0002 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 66.1668 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 66.3335 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 66.5002 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 66.6668 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 66.8335 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 67.0001 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 67.1668 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 67.3335 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 67.5001 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 67.6668 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : 67.8335 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : 68.0001 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 68.1668 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 68.3335 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 68.5001 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 68.6668 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 68.8335 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 69.0001 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 69.1668 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 69.3334 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 69.5001 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 69.6668 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 69.8334 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 70.0001 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 70.1668 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 70.3334 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 70.5001 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 70.6668 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 70.8334 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 71.0001 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 71.1667 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 71.3334 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 71.5001 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 71.6667 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : 71.8334 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : 72.0001 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 72.1667 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 72.3334 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 72.5001 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 72.6667 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 72.8334 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 73.0001 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 73.1667 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 73.3334 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 73.5 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 73.6667 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 73.8334 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 74 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 74.1667 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 74.3334 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 74.5 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 74.6667 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 74.8334 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 75 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 75.1667 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 75.3334 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 75.5 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 75.6667 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : 75.8333 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : 76 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 76.1667 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 76.3333 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 76.5 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 76.6667 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 76.8333 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 77 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 77.1667 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 77.3333 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 77.5 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 77.6666 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 77.8333 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 78 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 78.1666 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 78.3333 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 78.5 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 78.6666 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 78.8333 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 79 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 79.1666 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 79.3333 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 79.5 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 79.6666 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : 79.8333 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : 79.9999 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 80.1666 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 80.3333 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 80.4999 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 80.6666 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 80.8333 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 80.9999 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 81.1666 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 81.3333 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 81.4999 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 81.6666 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 81.8333 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 81.9999 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 82.1666 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 82.3332 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 82.4999 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 82.6666 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 82.8332 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 82.9999 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 83.1666 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 83.3332 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 83.4999 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 83.6666 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : 83.8332 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : 83.9999 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 84.1665 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 84.3332 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 84.4999 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 84.6665 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 84.8332 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 84.9999 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 85.1665 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 85.3332 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 85.4999 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 85.6665 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 85.8332 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 85.9999 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 86.1665 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 86.3332 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 86.4998 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 86.6665 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 86.8332 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 86.9998 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 87.1665 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 87.3332 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 87.4998 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 87.6665 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : 87.8332 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : 87.9998 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 88.1665 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 88.3332 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 88.4998 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 88.6665 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 88.8331 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 88.9998 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 89.1665 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 89.3331 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 89.4998 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 89.6665 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 89.8331 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 89.9998 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 90.1665 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 90.3331 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 90.4998 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 90.6665 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 90.8331 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 90.9998 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 91.1664 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 91.3331 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 91.4998 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 91.6664 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : 91.8331 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : 91.9998 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 92.1664 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 92.3331 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 92.4998 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 92.6664 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 92.8331 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 92.9997 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 93.1664 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 93.3331 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 93.4997 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 93.6664 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 93.8331 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 93.9997 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 94.1664 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 94.3331 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 94.4997 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 94.6664 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 94.8331 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 94.9997 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 95.1664 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 95.333 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 95.4997 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 95.6664 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : 95.833 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : 95.9997 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 96.1664 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 96.333 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 96.4997 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 96.6664 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 96.833 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 96.9997 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 97.1664 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 97.333 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 97.4997 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 97.6663 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 97.833 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 97.9997 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 98.1663 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 98.333 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 98.4997 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 98.6663 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 98.833 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 98.9997 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 99.1663 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 99.333 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 99.4996 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 99.6663 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : 99.833 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : 99.9996 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 100.166 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 100.333 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 100.5 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 100.666 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 100.833 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 101 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 101.166 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 101.333 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 101.5 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 101.666 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 101.833 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 102 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 102.166 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 102.333 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 102.5 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 102.666 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 102.833 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 103 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 103.166 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 103.333 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 103.5 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 103.666 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : 103.833 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : 104 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 104.166 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 104.333 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 104.5 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 104.666 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 104.833 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 105 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 105.166 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 105.333 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 105.5 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 105.666 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 105.833 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 106 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 106.166 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 106.333 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 106.5 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 106.666 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 106.833 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 107 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 107.166 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 107.333 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 107.5 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 107.666 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : 107.833 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : 108 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 108.166 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 108.333 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 108.5 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 108.666 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 108.833 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 109 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 109.166 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 109.333 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 109.499 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 109.666 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 109.833 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 109.999 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 110.166 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 110.333 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 110.499 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 110.666 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 110.833 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 110.999 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 111.166 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 111.333 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 111.499 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 111.666 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : 111.833 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : 111.999 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 112.166 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 112.333 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 112.499 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 112.666 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 112.833 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 112.999 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 113.166 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 113.333 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 113.499 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 113.666 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 113.833 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 113.999 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 114.166 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 114.333 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 114.499 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 114.666 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 114.833 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 114.999 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 115.166 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 115.333 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 115.499 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 115.666 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : 115.833 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : 115.999 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 116.166 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 116.333 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 116.499 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 116.666 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 116.833 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 116.999 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 117.166 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 117.333 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 117.499 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 117.666 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 117.833 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 117.999 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 118.166 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 118.333 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 118.499 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 118.666 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 118.833 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 118.999 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 119.166 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 119.333 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 119.499 )   Fish : ( X : 135.355, Z : 64.6446 )
